estacion|nombre|categoria|tecnologia|estado|departamento|municipio|fecha_instalacion|fecha_suspension|area_operativa|corriente|area_hidrografica|zona_hidrografica|subzona_hidrografica|entidad|longitud|latitud
26050260|PENA MONA |Pluviometrica|Convencional|Activa|Valle del Cauca|Jamund�|15/11/1971||Area Operativa 09 - Cauca-Valle-Caldas|Guatapuri|Magdalena Cauca|Cauca|R�os Claro y Jamund�|CVC - CORPORACION AUTONOMA REGIONAL DEL VALLE DEL CAUCA|-76.71666667|3.25
26065030|MIRANDA  - AUT |Climatica Principal|Automatica con Telemetria|Activa|Cauca|Miranda|03/04/1993||Area Operativa 09 - Cauca-Valle-Caldas|Desbaratado|Magdalena Cauca|Cauca|R�o Palo|CENTRO NACIONAL DE INVESTIGACION PARA LA CA�A DE AZUCAR|-76.2875|3.26111111
26050220|SAN VICENTE |Pluviometrica|Convencional|Activa|Valle del Cauca|Jamund�|15/05/1971||Area Operativa 09 - Cauca-Valle-Caldas|Desbaratado|Magdalena Cauca|Cauca|R�os Claro y Jamund�|CVC - CORPORACION AUTONOMA REGIONAL DEL VALLE DEL CAUCA|-76.63333333|3.26666667
26060120|CAIRO EL |Pluviometrica|Convencional|Activa|Cauca|Miranda|15/01/1969||Area Operativa 09 - Cauca-Valle-Caldas|Desbaratado|Magdalena Cauca|Cauca|R�o Palo|ESTACIONES PARTICULARES|-76.35|3.26666667
26060130|GRUTA |Pluviometrica|Convencional|Activa|Cauca|Miranda|15/01/1969||Area Operativa 09 - Cauca-Valle-Caldas|Desbaratado|Magdalena Cauca|Cauca|R�o Palo|ESTACIONES PARTICULARES|-76.3|3.26666667
26060140|CHONTAL |Pluviometrica|Convencional|Activa|Cauca|Miranda|15/01/1969||Area Operativa 09 - Cauca-Valle-Caldas|Desbaratado|Magdalena Cauca|Cauca|R�o Palo|ESTACIONES PARTICULARES|-76.36666667|3.26666667
26070620|ALPES LOS |Pluviografica|Convencional|Activa|Valle del Cauca|Florida|15/04/1971||Area Operativa 09 - Cauca-Valle-Caldas|Desbaratado|Magdalena Cauca|Cauca|R�o Guachal (Bolo - Fraile y P�rraga)|CVC - CORPORACION AUTONOMA REGIONAL DEL VALLE DEL CAUCA|-76.15|3.26666667
26025120|BOCAS DE PALO  - AUT |Climatica Principal|Automatica con Telemetria|Activa|Cauca|Corinto|01/03/1995||Area Operativa 09 - Cauca-Valle-Caldas|Desbaratado|Magdalena Cauca|Cauca|R�os Claro y Jamund�|CENTRO NACIONAL DE INVESTIGACION PARA LA CA�A DE AZUCAR|-76.47888889|3.26805556
26025130|ORTIGAL  - AUT |Climatica Principal|Automatica con Telemetria|Activa|Cauca|Corinto|01/03/1995||Area Operativa 09 - Cauca-Valle-Caldas|Desbaratado|Magdalena Cauca|Cauca|R�o Palac�|CENTRO NACIONAL DE INVESTIGACION PARA LA CA�A DE AZUCAR|-76.34861111|3.27
26057110|PTE CARRETERA |Limnigrafica|Convencional|Activa|Valle del Cauca|Jamund�|15/01/1977||Area Operativa 09 - Cauca-Valle-Caldas|Jamundi|Magdalena Cauca|Cauca|R�os Claro y Jamund�|CVC - CORPORACION AUTONOMA REGIONAL DEL VALLE DEL CAUCA|-76.51666667|3.28333333
26060100|BELGICA ESTE |Pluviometrica|Convencional|Activa|Valle del Cauca|Florida|15/01/1969||Area Operativa 09 - Cauca-Valle-Caldas|Jamundi|Magdalena Cauca|Cauca|R�o Desbaratado|ESTACIONES PARTICULARES|-76.26666667|3.28333333
26060110|CANADA |Pluviometrica|Convencional|Activa|Valle del Cauca|Florida|15/01/1969||Area Operativa 09 - Cauca-Valle-Caldas|Jamundi|Magdalena Cauca|Cauca|R�o Desbaratado|ESTACIONES PARTICULARES|-76.31666667|3.28333333
26060170|REMOLINO |Pluviometrica|Convencional|Activa|Valle del Cauca|Florida|15/01/1970||Area Operativa 09 - Cauca-Valle-Caldas|Jamundi|Magdalena Cauca|Cauca|R�o Desbaratado|ESTACIONES PARTICULARES|-76.28333333|3.28333333
26067030|ORTIGAL |Limnimetrica|Convencional|Activa|Valle del Cauca|Florida|15/03/1972||Area Operativa 09 - Cauca-Valle-Caldas|Desbaratado|Magdalena Cauca|Cauca|R�o Desbaratado|CVC - CORPORACION AUTONOMA REGIONAL DEL VALLE DEL CAUCA|-76.35|3.28333333
26050200|PALACIO EL |Pluviometrica|Convencional|Activa|Valle del Cauca|Cali|15/01/1970||Area Operativa 09 - Cauca-Valle-Caldas|Desbaratado|Magdalena Cauca|Cauca|R�os Claro y Jamund�|CVC - CORPORACION AUTONOMA REGIONAL DEL VALLE DEL CAUCA|-76.53333333|3.3
26057080|HORMIGUERO |Limnigrafica|Convencional|Activa|Valle del Cauca|Cali|15/01/1962||Area Operativa 09 - Cauca-Valle-Caldas|Cauca|Magdalena Cauca|Cauca|R�os Claro y Jamund�|CVC - CORPORACION AUTONOMA REGIONAL DEL VALLE DEL CAUCA|-76.48333333|3.3
26020260|MADRIGAL |Pluviometrica|Convencional|Activa|Cauca|Caldono|15/06/1996||Area Operativa 07 - Nariño-Putumayo|Gallinazo|Magdalena Cauca|Cauca|R�o Ovejas|FEDERACION NACIONAL DE CAFETEROS|-76.55|2.85
21060050|MIRADOR |Pluviometrica|Convencional|Activa|Huila|Garz�n|15/04/1969||Area Operativa 04 - Huila-Caqueta|Tapaje|Magdalena Cauca|Alto Magdalena|R�os directos Magdalena (md)|FEDERACION NACIONAL DE CAFETEROS|-75.65|2.2
21060150|VILLA CONSUELO |Pluviometrica|Convencional|Activa|Huila|Garz�n|15/01/1991||Area Operativa 04 - Huila-Caqueta|Tapaje|Magdalena Cauca|Alto Magdalena|R�os directos Magdalena (md)|FEDERACION NACIONAL DE CAFETEROS|-75.56666667|2.2
52010010|PORTACHUELO |Pluviometrica|Convencional|Activa|Cauca|Rosas|15/01/1970||Area Operativa 07 - Nariño-Putumayo|Magdalena|Pacifico|Pat�a|R�o Patia Alto|FEDERACION NACIONAL DE CAFETEROS|-76.71666667|2.25
52010070|ROSAS PARRAGA VIEJ |Pluviografica|Convencional|Activa|Cauca|Rosas|15/01/1952||Area Operativa 07 - Nariño-Putumayo|Magdalena|Pacifico|Pat�a|R�o Guachicono|FEDERACION NACIONAL DE CAFETEROS|-76.73333333|2.25
53077040|PINCHE |Limnigrafica|Convencional|Activa|Cauca|Argelia (Cauca)|15/06/1980||Area Operativa 07 - Nariño-Putumayo|Micay|Pacifico|Tapaje - Dagua - Directos|R�o San Juan del Micay|CVC - CORPORACION AUTONOMA REGIONAL DEL VALLE DEL CAUCA|-77.25|2.25
26040240|JAMBALO |Pluviometrica|Convencional|Activa|Cauca|Torib�o|15/07/1971||Area Operativa 09 - Cauca-Valle-Caldas|Canal Del Dique|Magdalena Cauca|Cauca|R�o Palo|CVC - CORPORACION AUTONOMA REGIONAL DEL VALLE DEL CAUCA|-76.28333333|2.83333333
26027280|CAMBULOS LOS |Limnigrafica|Convencional|Activa|Cauca|Buenos Aires|15/07/1981||Area Operativa 09 - Cauca-Valle-Caldas|Ovejas|Magdalena Cauca|Cauca|R�o Ovejas|CVC - CORPORACION AUTONOMA REGIONAL DEL VALLE DEL CAUCA|-76.65|2.85
21050300|PLATA LA |Pluviografica|Convencional|Activa|Huila|La Plata|15/05/1952||Area Operativa 04 - Huila-Caqueta|Cauca|Magdalena Cauca|Alto Magdalena|R�o Peez|FEDERACION NACIONAL DE CAFETEROS|-75.96666667|2.36666667
21065030|JORGE VILLAMIL |Climatica Ordinaria|Convencional|Activa|Huila|Gigante|15/10/1954||Area Operativa 04 - Huila-Caqueta|Cauca|Magdalena Cauca|Alto Magdalena|R�os directos Magdalena (md)|FEDERACION NACIONAL DE CAFETEROS|-75.55|2.36666667
26010040|PURACE |Pluviometrica|Convencional|Activa|Cauca|Purac� (Coconuco)|15/02/1967||Area Operativa 09 - Cauca-Valle-Caldas|Cauca|Magdalena Cauca|Cauca|Alto R�o Cauca|MINISTERIO DE OBRAS PUBLICAS|-76.36666667|2.38333333
26027110|ABAJO |Limnigrafica|Convencional|Activa|Cauca|Buenos Aires|15/05/1964||Area Operativa 09 - Cauca-Valle-Caldas|Ovejas|Magdalena Cauca|Cauca|R�o Ovejas|CVC - CORPORACION AUTONOMA REGIONAL DEL VALLE DEL CAUCA|-76.58333333|2.86666667
26020240|AGUILA EL |Pluviometrica|Convencional|Activa|Cauca|Santander De Quilichao|15/05/1971||Area Operativa 09 - Cauca-Valle-Caldas|Sardinata|Magdalena Cauca|Cauca|R�o Ovejas|CVC - CORPORACION AUTONOMA REGIONAL DEL VALLE DEL CAUCA|-76.38333333|2.9
26040270|ING PICHICHI |Pluviometrica|Convencional|Activa|Cauca|Jambal�|15/12/1969||Area Operativa 09 - Cauca-Valle-Caldas|Sardinata|Magdalena Cauca|Cauca|R�o Palo|CVC - CORPORACION AUTONOMA REGIONAL DEL VALLE DEL CAUCA|-76.28333333|2.91666667
26027320|SALVAJINA |Limnimetrica|Convencional|Activa|Cauca|Buenos Aires|15/05/1985||Area Operativa 09 - Cauca-Valle-Caldas|Emb Salvajina|Magdalena Cauca|Cauca|R�o Piendamo|CVC - CORPORACION AUTONOMA REGIONAL DEL VALLE DEL CAUCA|-76.7|2.93333333
26057160|SUAREZ |Limnigrafica|Convencional|Activa|Cauca|Buenos Aires|15/02/1984||Area Operativa 09 - Cauca-Valle-Caldas|Cauca|Magdalena Cauca|Cauca|R�o Piendamo|CVC - CORPORACION AUTONOMA REGIONAL DEL VALLE DEL CAUCA|-76.7|2.95
26020450|MANDIVA |Pluviometrica|Convencional|Activa|Cauca|Santander De Quilichao|15/05/1974||Area Operativa 09 - Cauca-Valle-Caldas|Cauca|Magdalena Cauca|Cauca|R�o Quinamayo y otros directos al Cauca|CVC - CORPORACION AUTONOMA REGIONAL DEL VALLE DEL CAUCA|-76.53333333|2.96666667
26040200|TORIBIO |Pluviometrica|Convencional|Activa|Cauca|Torib�o|15/03/1971||Area Operativa 09 - Cauca-Valle-Caldas|Cauca|Magdalena Cauca|Cauca|R�o Palo|CVC - CORPORACION AUTONOMA REGIONAL DEL VALLE DEL CAUCA|-76.23333333|2.96666667
26030140|SAN MIGUEL |Pluviometrica|Convencional|Suspendida|Cauca|Buenos Aires|15/08/1982|15/06/1991|Area Operativa 09 - Cauca-Valle-Caldas|Emb Salvajina|Magdalena Cauca|Cauca|R�o Piendamo|CVC - CORPORACION AUTONOMA REGIONAL DEL VALLE DEL CAUCA|-76.71666667|2.93333333
53070130|ZARAGOZA |Pluviometrica|Convencional|Activa|Cauca|L�pez|15/11/1979||Area Operativa 07 - Nariño-Putumayo|Fortalecillas|Pacifico|Tapaje - Dagua - Directos|R�o San Juan del Micay|CVC - CORPORACION AUTONOMA REGIONAL DEL VALLE DEL CAUCA|-77.63333333|2.98333333
26020290|CAMP LOS GUAVOS |Pluviometrica|Convencional|Activa|Cauca|Santander De Quilichao|15/06/1970||Area Operativa 09 - Cauca-Valle-Caldas|Fortalecillas|Magdalena Cauca|Cauca|R�o Quinamayo y otros directos al Cauca|MINISTERIO DE OBRAS PUBLICAS|-76.48333333|3
26020040|INST TECNICO NAL |Pluviometrica|Convencional|Activa|Cauca|Santander De Quilichao|15/09/1951||Area Operativa 09 - Cauca-Valle-Caldas|Quilichao|Magdalena Cauca|Cauca|R�o Quinamayo y otros directos al Cauca|FEDERACION NACIONAL DE CAFETEROS|-76.48333333|3.01666667
26057120|COMFAMILIAR |Limnimetrica|Convencional|Activa|Valle del Cauca|Cali|15/01/1978||Area Operativa 09 - Cauca-Valle-Caldas|Pance|Magdalena Cauca|Cauca|R�os Claro y Jamund�|CVC - CORPORACION AUTONOMA REGIONAL DEL VALLE DEL CAUCA|-76.55|3.3
26060040|CENIT EL HDA |Pluviometrica|Convencional|Activa|Cauca|Puerto Tejada|15/10/1966||Area Operativa 09 - Cauca-Valle-Caldas|Pance|Magdalena Cauca|Cauca|R�o Palo|ESTACIONES PARTICULARES|-76.43333333|3.3
21100110|GUAYABAL |Pluviometrica|Convencional|Activa|Huila|Algeciras|15/01/1991||Area Operativa 04 - Huila-Caqueta|Palace|Magdalena Cauca|Alto Magdalena|Rio Neiva|FEDERACION NACIONAL DE CAFETEROS|-75.25|2.55
23087860|VILLA PAOLA |Limnimetrica|Convencional|Activa|Antioquia|Guarne|15/03/1993||Area Operativa 01 - Antioquia-Choco|Qda La Mosca|Magdalena Cauca|Medio Magdalena|R�o Nare|ESTACIONES PARTICULARES|-75.45|6.28333333
26035060|MANUEL MEJIA |Climatica Principal|Convencional|Activa|Cauca|El Tambo (Cauca)|15/01/1955||Area Operativa 09 - Cauca-Valle-Caldas|Canal Principal|Pacifico|Pat�a|R�o Patia Alto|FEDERACION NACIONAL DE CAFETEROS|-76.8|2.4
26030020|POPAYAN |Pluviometrica|Convencional|Activa|Cauca|Popay�n|15/02/1950||Area Operativa 09 - Cauca-Valle-Caldas|Canal Principal|Magdalena Cauca|Cauca|Alto R�o Cauca|MINISTERIO DE OBRAS PUBLICAS|-76.61666667|2.45
26035080|CAMPI�A LA |Climatica Principal|Convencional|Suspendida|Cauca|Timb�o|15/01/1991|15/04/1993|Area Operativa 09 - Cauca-Valle-Caldas|Canal Principal|Magdalena Cauca|Cauca|Rio Salado y otros directos Cauca|FEDERACION NACIONAL DE CAFETEROS|-76.66666667|2.4
26035050|FLORIDA LA |Climatica Ordinaria|Convencional|Suspendida|Cauca|Popay�n|15/10/1949|15/01/1991|Area Operativa 09 - Cauca-Valle-Caldas|Canal Principal|Magdalena Cauca|Cauca|Alto R�o Cauca|FEDERACION NACIONAL DE CAFETEROS|-76.58333333|2.45
21100130|KIOSKO EL PERU |Pluviometrica|Convencional|Activa|Huila|Algeciras|15/10/1976||Area Operativa 04 - Huila-Caqueta|Palace|Magdalena Cauca|Alto Magdalena|Rio Neiva|FEDERACION NACIONAL DE CAFETEROS|-75.33333333|2.53333333
26020310|FLORIDA LA GJA |Pluviometrica|Convencional|Activa|Cauca|Popay�n|15/12/1960||Area Operativa 09 - Cauca-Valle-Caldas|Palace|Magdalena Cauca|Cauca|R�o Palac�|MINISTERIO DE OBRAS PUBLICAS|-76.61666667|2.53333333
26020090|AURELIA LA |Pluviometrica|Convencional|Activa|Cauca|Cajib�o|15/04/1959||Area Operativa 09 - Cauca-Valle-Caldas|Neiva|Magdalena Cauca|Cauca|R�o Palac�|FEDERACION NACIONAL DE CAFETEROS|-76.58333333|2.61666667
26020170|CHULICA LA |Pluviometrica|Convencional|Activa|Cauca|Silvia|15/01/1969||Area Operativa 09 - Cauca-Valle-Caldas|Neiva|Magdalena Cauca|Cauca|R�o Piendamo|MINISTERIO DE OBRAS PUBLICAS|-76.35|2.61666667
21080020|IQUIRA |Pluviometrica|Convencional|Activa|Huila|�quira|15/04/1955||Area Operativa 04 - Huila-Caqueta|Neiva|Magdalena Cauca|Alto Magdalena|R�o Yaguar� y R�o Iquira|FEDERACION NACIONAL DE CAFETEROS|-75.65|2.63333333
26020420|SELVA LA |Pluviografica|Convencional|Activa|Cauca|Cajib�o|15/01/1963||Area Operativa 09 - Cauca-Valle-Caldas|Micay|Magdalena Cauca|Cauca|R�o Piendamo|FEDERACION NACIONAL DE CAFETEROS|-76.56666667|2.65
23088110|RN-9B EL SILENCIO |Limnimetrica|Convencional|Activa|Antioquia|San Rafael|09/09/1997||Area Operativa 01 - Antioquia-Choco|Guatape|Magdalena Cauca|Medio Magdalena|R�o Nare|ESTACIONES PARTICULARES|-75|6.28333333
27010340|MAZO |Pluviografica|Convencional|Activa|Antioquia|Medell�n|15/03/1948||Area Operativa 01 - Antioquia-Choco|Qda El Cardal|Magdalena Cauca|Nech�|R�o Porce|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.51666667|6.26666667
27010450|VILLAHERMOSA PLANT |Pluviografica|Convencional|Activa|Antioquia|Medell�n|15/07/1948||Area Operativa 01 - Antioquia-Choco|Qda El Cardal|Magdalena Cauca|Nech�|R�o Porce|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.55|6.26666667
23080380|SAN VICENTE |Pluviometrica|Convencional|Activa|Antioquia|San Vicente|15/01/1959||Area Operativa 01 - Antioquia-Choco|Qda La Iguana|Magdalena Cauca|Medio Magdalena|R�o Nare|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.33333333|6.28333333
23080460|PRADERA LA |Pluviografica|Convencional|Activa|Antioquia|San Rafael|15/12/1967||Area Operativa 01 - Antioquia-Choco|Qda La Iguana|Magdalena Cauca|Medio Magdalena|R�o Nare|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-74.98333333|6.28333333
23080670|ARANA LA |Pluviometrica|Convencional|Activa|Antioquia|San Rafael|15/03/1977||Area Operativa 01 - Antioquia-Choco|Qda La Iguana|Magdalena Cauca|Medio Magdalena|R�o Nare|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.1|6.28333333
23087420|STA RITA RNS 5A |Limnimetrica|Convencional|Activa|Antioquia|Guatap�|15/11/1971||Area Operativa 01 - Antioquia-Choco|Embalse Del Peno|Magdalena Cauca|Medio Magdalena|R�o Nare|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.16666667|6.28333333
23087530|CHORRERA LA RN 30 |Limnigrafica|Convencional|Activa|Antioquia|San Rafael|15/03/1988||Area Operativa 01 - Antioquia-Choco|Arenal|Magdalena Cauca|Medio Magdalena|R�o Nare|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.03333333|6.28333333
23087760|BOCATOMA EL PEROL |Limnigrafica|Convencional|Activa|Antioquia|Guatap�|15/06/1992||Area Operativa 01 - Antioquia-Choco|Guatape|Magdalena Cauca|Medio Magdalena|R�o Nare|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.1|6.28333333
23088120|EMBALSE PLAYAS |Limnimetrica|Convencional|Activa|Antioquia|San Rafael|28/01/1998||Area Operativa 01 - Antioquia-Choco|Guatape|Magdalena Cauca|Medio Magdalena|R�o Nare|ESTACIONES PARTICULARES|-74.93333333|6.28333333
24037540|VENTORRILLO |Limnimetrica|Convencional|Activa|Boyaca|Tutaz�|15/11/1997||Area Operativa 06 - Boyaca-Casanare-Vichada|Guina|Magdalena Cauca|Sogamoso|R�o Chicamocha|ESTACIONES PARTICULARES|-72.83333333|6.1
24010910|CHAPA |Pluviometrica|Convencional|Activa|Santander|Charal�|15/02/1970||Area Operativa 08 - Santanderes-Arauca|Guatape|Magdalena Cauca|Sogamoso|R�o Fonce|FEDERACION NACIONAL DE CAFETEROS|-73.13333333|6.28333333
27010460|SAN CRISTOBAL |Pluviografica|Convencional|Activa|Antioquia|Medell�n|15/08/1949||Area Operativa 01 - Antioquia-Choco|Guatape|Magdalena Cauca|Nech�|R�o Porce|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.63333333|6.28333333
27011140|CUCARACHO |Pluviografica|Convencional|Activa|Antioquia|Medell�n|15/10/1990||Area Operativa 01 - Antioquia-Choco|Guatape|Magdalena Cauca|Nech�|R�o Porce|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.58333333|6.28333333
27017090|PIEDRAS BLANC RM-7 |Limnigrafica|Convencional|Activa|Antioquia|Medell�n|15/01/1936||Area Operativa 01 - Antioquia-Choco|Qda Piedras Blanca|Magdalena Cauca|Nech�|R�o Porce|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.5|6.28333333
27017610|PIEDRAS BLANCAS |Limnimetrica|Convencional|Activa|Antioquia|Medell�n|15/07/1958||Area Operativa 01 - Antioquia-Choco|Qda Piedras Blanca|Magdalena Cauca|Nech�|R�o Porce|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.5|6.28333333
27017870|CUBERA LA |Limnigrafica|Convencional|Activa|Antioquia|Guarne|15/02/1991||Area Operativa 01 - Antioquia-Choco|Qda La Cubera|Magdalena Cauca|Nech�|R�o Porce|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.5|6.28333333
27017880|VETA LA |Limnigrafica|Convencional|Activa|Antioquia|Guarne|15/02/1991||Area Operativa 01 - Antioquia-Choco|Qda La Veta|Magdalena Cauca|Nech�|R�o Porce|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.5|6.28333333
23080080|INMARCO |Pluviografica|Convencional|Activa|Antioquia|Caracol�|15/07/1968||Area Operativa 01 - Antioquia-Choco|Qda La Veta|Magdalena Cauca|Medio Magdalena|R�o Nare|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-74.7|6.3
23080570|PITAL EL |Pluviografica|Convencional|Activa|Antioquia|San Rafael|15/08/1968||Area Operativa 01 - Antioquia-Choco|Qda La Veta|Magdalena Cauca|Medio Magdalena|R�o Nare|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-74.9|6.3
26187070|BOCATOMA BP 2 |Limnimetrica|Convencional|Activa|Antioquia|La Ceja|15/04/1942||Area Operativa 01 - Antioquia-Choco|Piedras|Magdalena Cauca|Cauca|R�o Arma|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.41666667|5.95
26187160|ACDTO CEJA LA BP1 |Limnigrafica|Convencional|Activa|Antioquia|La Ceja|15/10/1989||Area Operativa 01 - Antioquia-Choco|Buey|Magdalena Cauca|Cauca|R�o Arma|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.43333333|5.95
26200170|LOMA LA |Pluviometrica|Convencional|Activa|Antioquia|Venecia (Antioquia)|15/01/1983||Area Operativa 01 - Antioquia-Choco|Buey|Magdalena Cauca|Cauca|Directos R�o Cauca  entre R�o San Juan y  Pto Valdivia|FEDERACION NACIONAL DE CAFETEROS|-75.78333333|5.95
26200180|VERGEL EL |Pluviometrica|Convencional|Activa|Antioquia|Venecia (Antioquia)|15/07/1984||Area Operativa 01 - Antioquia-Choco|Buey|Magdalena Cauca|Cauca|Directos R�o Cauca  entre R�o San Juan y  Pto Valdivia|FEDERACION NACIONAL DE CAFETEROS|-75.71666667|5.95
23080960|PLAYA LA PANTANILL |Pluviografica|Convencional|Activa|Antioquia|La Ceja|15/03/1992||Area Operativa 01 - Antioquia-Choco|Buey|Magdalena Cauca|Medio Magdalena|R�o Nare|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.45|5.96666667
26187150|DERIVACION BP 9 |Limnigrafica|Convencional|Activa|Antioquia|La Ceja|15/03/1985||Area Operativa 01 - Antioquia-Choco|Piedras|Magdalena Cauca|Cauca|R�o Arma|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.43333333|5.96666667
23087340|CALDERAS PSN-3 |Limnigrafica|Convencional|Activa|Antioquia|Cocorn�|15/02/1981||Area Operativa 01 - Antioquia-Choco|Calderas|Magdalena Cauca|Medio Magdalena|R�o Nare|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.06666667|5.98333333
24010880|BUENAVISTA |Pluviometrica|Convencional|Activa|Santander|Barbosa (Santander)|15/01/1970||Area Operativa 08 - Santanderes-Arauca|Calderas|Magdalena Cauca|Sogamoso|R�o Su�rez|FEDERACION NACIONAL DE CAFETEROS|-73.65|5.98333333
24010900|CITE |Pluviometrica|Convencional|Activa|Santander|Barbosa (Santander)|15/08/1970||Area Operativa 08 - Santanderes-Arauca|Calderas|Magdalena Cauca|Sogamoso|R�o Su�rez|FEDERACION NACIONAL DE CAFETEROS|-73.6|5.98333333
26180100|UNION LA |Pluviometrica|Convencional|Activa|Antioquia|La Uni�n (Antioquia)|15/01/1959||Area Operativa 01 - Antioquia-Choco|Calderas|Magdalena Cauca|Cauca|R�o Arma|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.36666667|5.98333333
26190160|REGADA LA |Pluviografica|Convencional|Activa|Antioquia|Salgar|15/03/1983||Area Operativa 01 - Antioquia-Choco|Qda Sta Cecilia|Caribe|Atrato - Dari�n|Alto Atrato|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-76.06666667|5.98333333
26187200|BP 5B |Limnigrafica|Convencional|Activa|Antioquia|La Ceja|15/01/1990||Area Operativa 01 - Antioquia-Choco|Piedras|Magdalena Cauca|Medio Magdalena|R�o Nare|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.43333333|6
23080890|CRISTALINA LA |Pluviografica|Convencional|Activa|Antioquia|San Luis (Antioquia)|15/11/1989||Area Operativa 01 - Antioquia-Choco|Piedras|Magdalena Cauca|Medio Magdalena|R�o Nare|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-74.9|6.01666667
23087350|OCHO EL PSN-2 |Limnigrafica|Convencional|Activa|Antioquia|Cocorn�|15/12/1980||Area Operativa 01 - Antioquia-Choco|Cocorna|Magdalena Cauca|Medio Magdalena|R�o Nare|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.15|6.01666667
26200110|CARIMAGUA |Pluviometrica|Convencional|Activa|Antioquia|Amag�|15/10/1992||Area Operativa 01 - Antioquia-Choco|Cocorna|Magdalena Cauca|Cauca|Directos R�o Cauca  entre R�o San Juan y  Pto Valdivia|FEDERACION NACIONAL DE CAFETEROS|-75.66666667|6.01666667
23080600|SALADOS LOS |Pluviometrica|Convencional|Activa|Antioquia|Retiro|15/06/1973||Area Operativa 01 - Antioquia-Choco|Cocorna|Magdalena Cauca|Cauca|R�o Arma|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.5|6.03333333
26200160|RINCON EL |Pluviometrica|Convencional|Activa|Antioquia|Amag�|15/01/1980||Area Operativa 01 - Antioquia-Choco|Cocorna|Magdalena Cauca|Cauca|Directos R�o Cauca  entre R�o San Juan y  Pto Valdivia|FEDERACION NACIONAL DE CAFETEROS|-75.7|6.03333333
23080250|RETIRO EL |Pluviografica|Convencional|Activa|Antioquia|Retiro|15/10/1949||Area Operativa 01 - Antioquia-Choco|Cocorna|Magdalena Cauca|Medio Magdalena|R�o Nare|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.51666667|6.05
23080550|SAN LUIS |Pluviometrica|Convencional|Activa|Antioquia|San Luis (Antioquia)|15/11/1968||Area Operativa 01 - Antioquia-Choco|Cocorna|Magdalena Cauca|Medio Magdalena|R�o Nare|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75|6.05
23087410|MOLINO EL PSN-1 |Limnigrafica|Convencional|Activa|Antioquia|Cocorn�|15/11/1980||Area Operativa 01 - Antioquia-Choco|Tafetanes|Magdalena Cauca|Medio Magdalena|R�o Nare|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.15|6.05
23087770|SAN SEBASTIAN |Limnimetrica|Convencional|Activa|Antioquia|La Ceja|15/03/1993||Area Operativa 01 - Antioquia-Choco|Qda La Pereira|Magdalena Cauca|Medio Magdalena|R�o Nare|ESTACIONES PARTICULARES|-75.41666667|6.05
23080880|SUBESTACION PLAYAS |Pluviometrica|Convencional|Activa|Antioquia|San Rafael|15/07/1989||Area Operativa 01 - Antioquia-Choco|Qda La Veta|Magdalena Cauca|Medio Magdalena|R�o Nare|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-74.95|6.3
23087070|GUATAPE RN-9 |Limnigrafica|Convencional|Activa|Antioquia|San Rafael|15/07/1957||Area Operativa 01 - Antioquia-Choco|Guatape|Magdalena Cauca|Medio Magdalena|R�o Nare|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.03333333|6.3
23080260|MOSCA LA |Pluviografica|Convencional|Activa|Antioquia|Guarne|15/10/1949||Area Operativa 01 - Antioquia-Choco|Nendo|Magdalena Cauca|Medio Magdalena|R�o Nare|EMPRESAS PUBLICAS DE MEDELLIN E.S.P.|-75.46666667|6.31666667
